Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
Customer Support,39567,30,Bachelor's,0.7,0.94,0.63,High,0.8,0.65,0.28,0.76,0.25,0.86,0.22,0.68,0.15,0.64
Customer Support,41567,1,High School,0.7,0.95,0.56,High,0.69,0.57,0.52,0.91,0.34,0.88,0.37,0.65,0.13,0.56
Research Scientist,129573,7,PhD,0.43,1.17,0.26,Low,0.2,0.67,0.95,0.31,0.82,0.32,0.55,0.62,0.84,0.71
Graphic Designer,44235,12,Bachelor's,0.6,1.39,0.39,Medium,0.2,0.69,0.59,0.27,0.51,0.64,0.57,0.37,0.87,0.66
Marketing Manager,103900,19,High School,0.58,1.39,0.49,Medium,0.28,0.86,0.71,0.41,0.79,0.72,0.32,0.58,0.8,0.87
UX Researcher,102099,3,Master's,0.76,1.27,0.22,Low,0.29,0.76,0.66,0.26,0.64,0.86,0.44,0.39,0.76,0.58
Chef,54586,15,High School,0.28,0.92,0.56,Medium,0.37,0.24,0.74,0.68,0.51,0.32,0.72,0.22,0.73,0.97
Data Scientist,125113,29,Master's,0.81,1.5,0.34,Medium,0.34,0.88,0.84,0.15,0.46,0.34,0.13,0.7,0.64,0.75
Teacher,71481,21,PhD,0.18,1.09,0.28,Low,0.25,0.79,0.43,0.51,0.68,0.84,0.23,0.4,0.58,0.76
AI Engineer,153738,9,Bachelor's,0.86,1.5,0.21,Medium,0.07,0.74,0.87,0.16,0.58,0.29,0.15,0.48,0.71,0.95
HR Specialist,61684,23,Master's,0.3,0.96,0.36,Medium,0.32,0.56,0.53,0.43,0.7,0.79,0.15,0.67,0.33,0.64
Financial Analyst,88874,4,Master's,0.68,1.15,0.57,Medium,0.71,0.71,0.74,0.6,0.67,0.47,0.22,0.9,0.36,0.42
Mechanic,47926,18,High School,0.12,0.99,0.66,Medium,0.59,0.27,0.64,0.71,0.31,0.49,1.0,0.18,0.32,0.67
UX Researcher,101622,20,Bachelor's,0.84,1.37,0.47,Low,0.12,0.7,0.88,0.32,0.78,0.9,0.23,0.58,0.77,0.82
Software Engineer,138498,6,Master's,0.68,1.43,0.33,Medium,0.25,0.79,0.82,0.23,0.42,0.34,0.39,0.78,0.57,0.83
Doctor,194789,24,PhD,0.83,1.26,0.24,Low,0.15,0.73,0.73,0.25,0.6,0.93,0.93,0.42,0.43,0.95
Graphic Designer,57984,25,Bachelor's,0.74,0.94,0.42,Medium,0.24,0.78,0.67,0.29,0.45,0.59,0.62,0.26,0.86,0.48
Teacher,61472,5,Bachelor's,0.33,0.96,0.24,Medium,0.33,0.72,0.63,0.53,0.7,0.97,0.28,0.35,0.71,0.75
Truck Driver,58352,0,High School,0.25,0.54,0.88,High,0.89,0.41,0.46,0.78,0.2,0.18,0.55,0.31,0.18,0.45
Mechanic,48362,29,High School,0.15,1.04,0.66,Medium,0.58,0.38,0.82,0.57,0.18,0.24,0.94,0.12,0.37,0.57
Construction Worker,48558,21,High School,0.08,0.72,0.63,High,0.65,0.07,0.54,0.76,0.23,0.19,0.73,0.12,0.03,0.78
HR Specialist,78676,3,Bachelor's,0.57,0.96,0.32,Medium,0.55,0.58,0.45,0.44,0.64,1.0,0.37,0.77,0.37,0.72
Software Engineer,114732,4,Master's,0.93,1.43,0.33,Medium,0.19,1.0,0.99,0.28,0.61,0.36,0.17,0.7,0.69,0.76
Security Guard,37298,20,Master's,0.04,0.74,0.83,High,0.98,0.23,0.39,0.96,0.27,0.33,0.4,0.45,0.03,0.62
AI Engineer,163343,22,Bachelor's,0.9,1.38,0.09,Low,0.21,0.93,0.82,0.19,0.39,0.31,0.32,0.36,0.85,0.74
Chef,44169,24,High School,0.13,0.88,0.6,Medium,0.58,0.32,0.74,0.61,0.73,0.43,0.83,0.21,0.76,0.82
Data Scientist,111436,16,Bachelor's,0.78,1.39,0.49,Medium,0.26,0.83,0.92,0.31,0.71,0.36,0.0,0.76,0.44,0.74
Mechanic,52266,28,High School,0.28,1.02,0.65,Medium,0.43,0.3,0.66,0.75,0.19,0.4,0.96,0.35,0.38,0.81
Doctor,178274,17,PhD,0.51,1.24,0.12,Low,0.29,0.58,0.94,0.28,0.7,0.84,0.82,0.48,0.49,0.87
Retail Worker,24460,7,Bachelor's,0.38,0.7,0.87,High,0.67,0.39,0.24,0.82,0.09,0.62,0.36,0.38,0.07,0.38
Teacher,70411,17,High School,0.42,0.82,0.21,Medium,0.28,0.61,0.63,0.53,0.62,1.0,0.26,0.45,0.58,0.84
UX Researcher,98079,15,PhD,0.57,1.15,0.28,Low,0.18,0.84,0.8,0.38,0.52,0.62,0.2,0.61,0.78,0.71
Graphic Designer,62987,28,Bachelor's,0.55,1.19,0.51,Medium,0.09,0.81,0.5,0.21,0.36,0.64,0.66,0.26,0.74,0.6
Construction Worker,52149,6,High School,0.18,0.65,0.83,High,0.68,0.05,0.5,0.67,0.25,0.31,0.75,0.19,0.0,0.79
Marketing Manager,102208,8,Bachelor's,0.69,1.26,0.23,Medium,0.12,0.61,0.75,0.27,0.66,0.94,0.06,0.67,0.78,0.65
Teacher,58218,28,Bachelor's,0.39,1.07,0.11,Low,0.36,0.73,0.49,0.45,0.78,0.93,0.41,0.45,0.78,0.82
Customer Support,36387,17,Bachelor's,0.58,0.89,0.81,High,0.72,0.53,0.39,0.88,0.32,0.88,0.29,0.64,0.25,0.4
UX Researcher,106833,0,Bachelor's,0.7,1.23,0.3,Low,0.14,0.88,0.94,0.11,0.54,0.8,0.21,0.42,0.85,0.86
Marketing Manager,80581,5,Master's,0.65,1.19,0.37,Medium,0.1,0.68,0.75,0.48,0.83,0.88,0.2,0.63,0.74,0.71
Mechanic,54289,8,Bachelor's,0.24,0.91,0.75,Medium,0.48,0.49,0.69,0.64,0.27,0.46,0.94,0.1,0.21,0.7
Nurse,69913,0,Master's,0.49,1.22,0.05,Medium,0.47,0.79,0.73,0.5,0.44,1.0,0.86,0.5,0.28,0.69
Software Engineer,117788,1,Bachelor's,0.96,1.43,0.44,Medium,0.22,1.0,0.8,0.2,0.43,0.28,0.3,0.71,0.64,0.56
Construction Worker,46808,25,Bachelor's,0.19,0.7,0.69,High,0.73,0.19,0.6,0.65,0.17,0.29,0.81,0.06,0.14,0.61
Security Guard,39888,21,Bachelor's,0.24,0.62,0.7,High,0.74,0.37,0.49,0.75,0.33,0.4,0.37,0.33,0.22,0.56
Construction Worker,38446,2,High School,0.08,0.66,0.8,High,0.58,0.0,0.46,0.74,0.13,0.19,0.75,0.22,0.06,0.74
Teacher,60667,2,Bachelor's,0.39,1.13,0.25,Medium,0.42,0.65,0.62,0.44,0.7,0.85,0.21,0.29,0.68,0.79
AI Engineer,95902,13,PhD,0.81,1.43,0.16,Low,0.23,0.92,0.94,0.17,0.55,0.22,0.06,0.39,0.76,0.64
Truck Driver,47043,12,High School,0.16,0.75,0.79,High,0.66,0.4,0.42,0.85,0.43,0.04,0.7,0.29,0.18,0.51
Software Engineer,131097,13,Master's,0.83,1.35,0.3,Low,0.11,0.91,0.93,0.08,0.69,0.43,0.37,0.48,0.77,0.81
Customer Support,37818,8,High School,0.65,0.98,0.68,High,0.73,0.5,0.31,0.78,0.25,0.86,0.12,0.66,0.12,0.47
Retail Worker,35483,27,Bachelor's,0.48,1.02,0.85,High,0.86,0.33,0.37,0.86,0.17,0.72,0.41,0.61,0.38,0.48
Truck Driver,47277,3,High School,0.15,0.83,0.78,High,0.86,0.24,0.3,0.88,0.06,0.11,0.66,0.25,0.17,0.53
Marketing Manager,89297,6,Bachelor's,0.61,1.13,0.34,Medium,0.49,0.75,0.81,0.44,0.83,0.82,0.27,0.52,0.82,0.75
Marketing Manager,84775,7,PhD,0.58,1.36,0.33,Low,0.23,0.63,0.84,0.59,0.71,0.63,0.31,0.55,0.87,0.79
UX Researcher,91706,4,Bachelor's,0.73,1.27,0.42,Medium,0.18,0.83,0.83,0.21,0.63,0.92,0.27,0.52,0.82,0.67
Truck Driver,50924,18,High School,0.16,0.83,0.93,High,0.87,0.23,0.53,0.96,0.11,0.37,0.62,0.23,0.21,0.55
Financial Analyst,114534,14,Bachelor's,0.83,1.28,0.63,Medium,0.32,0.75,0.73,0.38,0.61,0.42,0.08,0.93,0.4,0.38
Graphic Designer,59950,28,Bachelor's,0.53,1.13,0.6,Medium,0.29,0.88,0.57,0.28,0.47,0.58,0.41,0.25,0.82,0.56
Marketing Manager,85475,11,High School,0.76,1.29,0.35,Medium,0.45,0.69,0.7,0.45,0.85,0.61,0.19,0.5,0.83,0.73
Software Engineer,112598,29,Bachelor's,0.88,1.2,0.48,Medium,0.56,0.78,1.0,0.42,0.55,0.33,0.47,0.38,0.63,0.82
Financial Analyst,87856,10,Bachelor's,0.71,1.15,0.55,Medium,0.46,0.96,0.55,0.49,0.55,0.44,0.18,0.85,0.54,0.65
Teacher,55751,20,Bachelor's,0.36,1.0,0.2,Medium,0.26,0.43,0.38,0.52,0.77,0.91,0.29,0.32,0.67,0.97
Teacher,56199,25,Bachelor's,0.47,1.02,0.05,Medium,0.08,0.59,0.5,0.35,0.59,0.94,0.34,0.55,0.6,0.62
Lawyer,121412,27,PhD,0.56,0.99,0.35,Low,0.28,0.46,0.78,0.46,0.82,0.76,0.16,0.78,0.46,0.91
Financial Analyst,96405,3,Bachelor's,0.76,1.37,0.4,Medium,0.53,0.78,0.72,0.6,0.76,0.42,0.2,0.88,0.48,0.57
Lawyer,143969,2,PhD,0.83,0.91,0.3,Low,0.27,0.48,0.81,0.38,0.93,0.67,0.14,0.52,0.65,0.86
HR Specialist,57911,27,Bachelor's,0.52,1.02,0.37,Medium,0.48,0.7,0.58,0.51,0.85,0.82,0.26,0.79,0.46,0.59
Financial Analyst,102540,0,Bachelor's,0.71,1.08,0.59,Medium,0.5,0.88,0.78,0.72,0.66,0.46,0.16,0.84,0.48,0.44
Construction Worker,47657,27,Bachelor's,0.12,0.74,0.77,Medium,0.7,0.34,0.62,0.73,0.17,0.29,0.89,0.1,0.14,0.92
UX Researcher,119288,27,High School,0.67,1.25,0.46,Medium,0.22,0.74,0.85,0.4,0.5,0.78,0.28,0.55,0.86,0.64
Construction Worker,47605,22,High School,0.0,0.56,0.83,High,0.55,0.3,0.39,0.73,0.19,0.32,0.97,0.4,0.04,0.9
Mechanic,51227,13,High School,0.17,0.91,0.6,Medium,0.58,0.5,0.8,0.74,0.33,0.31,0.99,0.21,0.28,0.65
Retail Worker,30358,11,High School,0.36,0.77,0.68,High,0.9,0.56,0.18,0.86,0.16,0.45,0.41,0.42,0.04,0.42
Nurse,71588,10,Bachelor's,0.32,1.08,0.07,Medium,0.3,0.54,0.57,0.36,0.53,0.94,0.86,0.53,0.28,0.77
Nurse,92342,0,Master's,0.4,1.11,0.16,Low,0.32,0.52,0.77,0.22,0.59,0.87,0.86,0.36,0.3,0.83
Data Scientist,131912,25,Bachelor's,0.82,1.24,0.2,Medium,0.11,0.79,0.89,0.35,0.62,0.46,0.09,0.64,0.61,0.58
Research Scientist,100829,2,PhD,0.49,1.39,0.33,Low,0.11,0.99,0.92,0.24,0.63,0.46,0.72,0.48,0.61,0.89
Mechanic,47693,19,High School,0.11,0.88,0.53,Medium,0.48,0.45,0.85,0.61,0.24,0.26,0.76,0.24,0.45,0.66
UX Researcher,100098,22,Bachelor's,0.72,1.14,0.33,Medium,0.14,0.87,0.73,0.33,0.6,0.76,0.3,0.68,0.86,0.81
Chef,47981,0,High School,0.27,0.78,0.63,Medium,0.41,0.41,0.76,0.45,0.65,0.35,0.75,0.21,0.85,0.82
Truck Driver,50941,0,High School,0.02,0.77,0.87,High,0.79,0.27,0.65,0.78,0.29,0.2,0.51,0.3,0.0,0.44
Nurse,74836,13,Bachelor's,0.38,1.07,0.15,Medium,0.4,0.44,0.75,0.3,0.45,0.79,1.0,0.3,0.34,0.72
Marketing Manager,99064,0,Master's,0.67,1.32,0.43,Medium,0.26,0.76,0.76,0.33,0.66,0.76,0.26,0.47,0.84,0.66
Construction Worker,37739,26,High School,0.11,0.64,0.91,High,0.62,0.2,0.55,0.73,0.25,0.22,0.96,0.07,0.19,0.67
Financial Analyst,79125,24,Master's,0.85,1.07,0.52,Medium,0.48,0.85,0.78,0.76,0.65,0.43,0.16,0.83,0.5,0.6
UX Researcher,87090,2,Master's,0.65,1.29,0.3,Low,0.09,0.87,0.87,0.19,0.65,0.7,0.06,0.48,0.83,0.69
Security Guard,44764,10,Master's,0.11,0.75,0.77,High,1.0,0.34,0.41,0.84,0.16,0.49,0.54,0.53,0.04,0.44
Customer Support,38309,4,High School,0.77,0.95,0.79,High,0.65,0.53,0.36,0.83,0.28,0.84,0.1,0.62,0.14,0.35
Mechanic,49383,16,High School,0.18,0.89,0.68,Medium,0.58,0.55,0.55,0.61,0.38,0.63,0.85,0.14,0.18,0.81
Truck Driver,49510,10,High School,0.27,0.68,0.91,High,0.71,0.26,0.22,0.99,0.32,0.28,0.44,0.36,0.0,0.51
Data Scientist,110297,16,Master's,0.85,1.39,0.34,Medium,0.32,0.93,0.95,0.3,0.4,0.45,0.21,0.71,0.44,0.85
Data Scientist,155661,20,PhD,0.79,1.18,0.17,Low,0.42,0.97,0.83,0.05,0.68,0.44,0.16,0.91,0.68,0.72
Doctor,195370,2,PhD,0.6,1.18,0.12,Low,0.2,0.71,0.97,0.11,0.84,0.81,1.0,0.45,0.43,0.91
Financial Analyst,87339,10,Bachelor's,0.7,1.12,0.45,Medium,0.41,0.95,0.86,0.67,0.76,0.42,0.28,1.0,0.4,0.51
Software Engineer,128203,7,Bachelor's,0.83,1.44,0.62,Medium,0.39,0.96,0.82,0.08,0.48,0.19,0.2,0.51,0.64,0.78
Construction Worker,47723,22,Bachelor's,0.05,0.87,0.71,High,0.8,0.25,0.56,0.77,0.0,0.3,0.62,0.15,0.0,0.78
AI Engineer,187609,13,PhD,0.95,1.5,0.19,Low,0.25,0.79,1.0,0.25,0.64,0.37,0.16,0.52,0.8,0.8
AI Engineer,130910,0,Master's,0.9,1.44,0.29,Medium,0.13,0.78,0.87,0.16,0.53,0.39,0.08,0.48,0.92,0.89
Financial Analyst,83358,0,Master's,0.62,1.23,0.58,Medium,0.62,0.74,0.78,0.49,0.57,0.38,0.14,0.86,0.35,0.4
Data Scientist,110200,20,Master's,0.94,1.5,0.36,Medium,0.39,0.88,0.92,0.32,0.61,0.41,0.17,0.94,0.68,0.7
Graphic Designer,56580,3,Bachelor's,0.64,1.12,0.39,Medium,0.16,0.79,0.64,0.45,0.26,0.67,0.71,0.05,0.88,0.49
Financial Analyst,68826,26,Bachelor's,0.58,1.2,0.43,Medium,0.54,0.76,0.69,0.56,0.67,0.42,0.22,0.92,0.46,0.47
Lawyer,139212,0,PhD,0.82,1.04,0.31,Medium,0.47,0.48,0.73,0.22,0.59,0.77,0.26,0.82,0.39,0.87
HR Specialist,66625,19,Master's,0.47,0.86,0.51,Medium,0.41,0.62,0.66,0.42,0.96,0.93,0.15,0.59,0.39,0.62
Construction Worker,42389,5,High School,0.17,0.78,0.86,High,0.81,0.08,0.53,0.55,0.24,0.29,0.99,0.0,0.34,0.63
AI Engineer,148872,11,Master's,0.82,1.43,0.25,Low,0.07,0.73,0.93,0.08,0.47,0.32,0.25,0.5,0.78,0.98
Security Guard,40596,7,Master's,0.25,0.74,0.9,High,0.81,0.38,0.41,0.69,0.25,0.33,0.49,0.53,0.0,0.44
Teacher,59294,8,Master's,0.35,1.11,0.16,Medium,0.39,0.53,0.54,0.52,0.66,0.94,0.29,0.42,0.53,0.82
Teacher,64893,0,Bachelor's,0.42,0.96,0.29,Medium,0.41,0.54,0.69,0.49,0.77,0.91,0.3,0.43,0.72,0.82
Financial Analyst,107998,15,Bachelor's,0.79,1.05,0.63,Medium,0.55,0.76,0.86,0.66,0.61,0.39,0.3,0.84,0.22,0.51
Financial Analyst,65810,1,Bachelor's,0.94,1.16,0.49,Medium,0.62,0.96,0.69,0.6,0.65,0.37,0.25,0.89,0.5,0.57
UX Researcher,119013,16,Master's,0.82,1.21,0.3,Low,0.28,0.78,0.99,0.35,0.62,0.72,0.29,0.51,0.72,0.67
Teacher,55023,7,Master's,0.59,0.86,0.12,Medium,0.28,0.61,0.42,0.49,0.66,0.9,0.4,0.61,0.67,0.68
Nurse,72669,19,Master's,0.44,0.94,0.16,Low,0.37,0.66,0.75,0.5,0.59,0.86,0.98,0.51,0.2,0.95
UX Researcher,108814,12,Bachelor's,0.66,1.3,0.37,Medium,0.05,0.45,0.88,0.39,0.64,0.67,0.29,0.47,0.75,0.84
HR Specialist,72263,0,Bachelor's,0.33,0.93,0.33,Medium,0.3,0.63,0.72,0.54,0.82,0.86,0.24,0.74,0.46,0.56
Doctor,214569,22,PhD,0.48,1.09,0.15,Low,0.07,0.8,1.0,0.23,0.75,0.74,0.91,0.27,0.35,0.9
Teacher,53952,14,Master's,0.33,1.06,0.2,Medium,0.22,0.63,0.58,0.44,0.53,0.81,0.22,0.28,0.57,0.69
HR Specialist,74973,2,Bachelor's,0.4,1.14,0.54,Medium,0.38,0.62,0.52,0.54,0.56,0.69,0.19,0.77,0.49,0.76
Data Scientist,109543,10,Master's,0.83,1.38,0.19,Medium,0.26,0.89,0.8,0.17,0.62,0.32,0.32,0.65,0.65,0.6
Security Guard,38226,15,Master's,0.21,0.78,0.72,High,0.72,0.35,0.33,0.75,0.12,0.58,0.44,0.51,0.08,0.62
Chef,51484,15,High School,0.13,0.95,0.48,Medium,0.44,0.28,0.74,0.51,0.71,0.52,0.96,0.21,0.5,0.84
UX Researcher,95877,23,PhD,0.64,1.1,0.2,Low,0.16,0.78,0.61,0.35,0.46,0.81,0.39,0.45,0.92,0.63
Teacher,57500,6,Master's,0.33,1.09,0.05,Medium,0.36,0.47,0.7,0.59,0.75,0.86,0.16,0.36,0.71,0.81
Mechanic,46695,9,Bachelor's,0.24,0.93,0.7,Medium,0.44,0.29,0.83,0.65,0.18,0.22,0.84,0.01,0.28,0.95
Security Guard,46319,2,Master's,0.13,0.66,0.72,High,0.64,0.28,0.53,0.87,0.19,0.39,0.38,0.47,0.12,0.71
Financial Analyst,82445,9,Bachelor's,0.8,1.25,0.45,Medium,0.44,0.78,0.61,0.62,0.68,0.46,0.08,0.91,0.33,0.6
Teacher,61547,13,High School,0.49,0.96,0.2,Medium,0.28,0.45,0.58,0.55,0.72,0.85,0.24,0.3,0.56,0.71
Software Engineer,124759,27,Bachelor's,0.74,1.45,0.3,Medium,0.4,0.81,0.91,0.31,0.59,0.51,0.37,0.64,0.6,0.59
Truck Driver,46969,7,High School,0.17,0.73,0.93,High,0.72,0.38,0.41,0.99,0.3,0.13,0.6,0.3,0.07,0.45
Research Scientist,106411,15,PhD,0.64,1.19,0.14,Low,0.32,0.91,0.9,0.22,0.77,0.3,0.75,0.65,0.76,0.73
Research Scientist,112362,0,PhD,0.45,1.5,0.05,Low,0.22,0.9,0.9,0.31,0.71,0.41,0.59,0.58,0.83,0.71
Truck Driver,52209,0,High School,0.3,0.82,0.92,High,0.9,0.36,0.31,0.88,0.17,0.2,0.6,0.36,0.12,0.62
UX Researcher,88889,16,Bachelor's,0.58,1.28,0.3,Medium,0.22,0.72,0.75,0.36,0.44,0.67,0.3,0.6,0.93,0.68
Graphic Designer,65465,27,Bachelor's,0.75,1.19,0.51,Medium,0.31,0.81,0.45,0.3,0.34,0.69,0.6,0.07,0.75,0.6
Customer Support,36094,19,PhD,0.51,0.88,0.66,Medium,0.46,0.45,0.42,0.69,0.4,0.92,0.1,0.57,0.3,0.5
Teacher,68344,0,Bachelor's,0.33,1.01,0.24,Medium,0.16,0.59,0.51,0.61,0.76,0.87,0.31,0.27,0.52,0.96
Software Engineer,113403,16,PhD,0.83,1.39,0.44,Medium,0.31,0.99,0.92,0.43,0.3,0.38,0.46,0.7,0.83,0.7
HR Specialist,81110,17,Bachelor's,0.52,1.01,0.42,Medium,0.35,0.5,0.49,0.58,0.75,0.79,0.25,0.71,0.5,0.7
Marketing Manager,79496,25,Bachelor's,0.82,1.18,0.37,Medium,0.19,0.73,0.53,0.41,0.86,0.57,0.16,0.5,0.82,0.67
Teacher,57816,2,Bachelor's,0.43,0.84,0.34,Medium,0.18,0.59,0.43,0.48,0.66,0.89,0.24,0.25,0.56,0.89
Nurse,75621,10,Bachelor's,0.43,1.2,0.31,Medium,0.53,0.84,0.87,0.28,0.56,0.9,0.79,0.51,0.54,0.69
Retail Worker,35510,6,High School,0.34,0.58,0.81,High,0.73,0.56,0.24,0.84,0.3,0.65,0.42,0.59,0.11,0.45
Graphic Designer,58423,11,Bachelor's,0.72,1.09,0.32,Medium,0.25,0.59,0.74,0.33,0.42,0.44,0.47,0.16,0.98,0.39
Lawyer,143781,16,Master's,0.75,0.98,0.51,Medium,0.38,0.56,0.88,0.43,0.83,0.63,0.26,0.47,0.45,0.82
Lawyer,152900,26,PhD,0.73,1.24,0.3,Low,0.27,0.42,0.98,0.28,0.79,0.72,0.2,0.82,0.49,0.84
Lawyer,136975,0,PhD,0.78,1.11,0.4,Low,0.29,0.66,1.0,0.41,0.88,0.85,0.34,0.66,0.6,0.82
Lawyer,95234,1,PhD,0.5,1.19,0.37,Low,0.41,0.66,0.93,0.44,0.83,0.73,0.18,0.67,0.68,0.85
Customer Support,38783,6,Bachelor's,0.58,0.86,0.67,High,0.64,0.47,0.51,0.73,0.15,0.66,0.03,0.47,0.08,0.64
Lawyer,139265,17,PhD,0.73,1.22,0.25,Low,0.3,0.56,0.76,0.39,0.63,0.66,0.41,0.77,0.48,0.87
Security Guard,42859,20,Master's,0.0,0.95,0.87,High,0.75,0.22,0.57,0.69,0.16,0.43,0.41,0.57,0.07,0.67
AI Engineer,160306,20,PhD,0.86,1.5,0.29,Low,0.26,0.88,1.0,0.13,0.73,0.42,0.38,0.52,0.72,1.0
Marketing Manager,102874,0,Bachelor's,0.75,1.25,0.47,Medium,0.27,0.62,0.68,0.3,0.85,0.64,0.17,0.6,0.86,0.7
Financial Analyst,106081,0,Bachelor's,0.81,1.03,0.52,Medium,0.52,0.8,0.66,0.6,0.65,0.39,0.24,0.82,0.34,0.43
Mechanic,62077,19,High School,0.23,0.93,0.6,Medium,0.54,0.53,0.77,0.49,0.34,0.36,0.83,0.05,0.4,0.56
Marketing Manager,91729,17,Master's,0.82,1.28,0.4,Medium,0.29,0.61,0.78,0.37,0.79,0.69,0.23,0.5,0.8,0.65
Software Engineer,119748,8,Bachelor's,0.83,1.38,0.26,Medium,0.14,0.79,0.97,0.27,0.43,0.26,0.13,0.53,0.79,0.64
Lawyer,148428,24,PhD,0.72,1.12,0.26,Low,0.34,0.54,0.96,0.36,0.68,0.67,0.38,0.88,0.55,0.79
Data Scientist,105839,1,PhD,0.79,1.08,0.42,Medium,0.33,0.93,0.9,0.34,0.62,0.37,0.08,0.75,0.68,0.7
Retail Worker,36585,13,Bachelor's,0.39,0.67,0.73,High,0.83,0.37,0.19,0.78,0.1,0.49,0.52,0.46,0.13,0.66
AI Engineer,111621,18,Master's,1.0,1.38,0.25,Low,0.28,0.86,0.94,0.18,0.53,0.35,0.17,0.51,0.9,0.89
Security Guard,46305,7,Master's,0.05,0.74,0.81,High,0.74,0.35,0.29,0.85,0.21,0.44,0.47,0.71,0.01,0.7
Mechanic,47230,30,High School,0.17,0.94,0.55,Medium,0.5,0.45,0.76,0.61,0.25,0.41,0.93,0.38,0.21,0.64
Truck Driver,53990,20,High School,0.02,0.71,0.8,High,0.83,0.27,0.39,1.0,0.0,0.14,0.43,0.18,0.34,0.56
Research Scientist,109912,15,PhD,0.44,1.34,0.08,Low,0.3,0.89,0.98,0.12,0.8,0.32,0.65,0.65,0.83,0.71
Customer Support,38795,22,High School,0.64,0.95,0.78,High,0.56,0.51,0.5,0.75,0.43,0.71,0.2,0.75,0.13,0.61
Financial Analyst,85788,7,Bachelor's,0.74,1.1,0.56,Medium,0.7,0.82,0.65,0.52,0.73,0.53,0.34,0.9,0.5,0.5
Mechanic,54848,19,High School,0.22,1.12,0.6,Medium,0.51,0.51,0.86,0.5,0.2,0.4,1.0,0.09,0.32,0.64
AI Engineer,147310,3,PhD,0.94,1.49,0.2,Low,0.27,0.82,0.98,0.18,0.51,0.31,0.01,0.44,0.83,0.62
Graphic Designer,70239,4,Bachelor's,0.7,1.16,0.52,Medium,0.0,0.57,0.73,0.29,0.35,0.69,0.56,0.23,0.9,0.55
Customer Support,40113,8,Bachelor's,0.66,0.86,0.78,High,0.73,0.58,0.38,0.75,0.27,0.57,0.23,0.48,0.26,0.49
Truck Driver,55146,6,High School,0.27,0.71,0.8,High,0.81,0.37,0.31,0.94,0.23,0.18,0.51,0.36,0.17,0.51
HR Specialist,65860,15,Master's,0.54,0.94,0.3,Medium,0.29,0.55,0.59,0.57,0.54,0.74,0.16,0.69,0.27,0.58
Construction Worker,50611,9,High School,0.27,0.6,0.65,High,0.67,0.1,0.49,0.65,0.25,0.21,0.81,0.02,0.14,0.83
Construction Worker,53127,4,High School,0.02,0.72,0.81,High,0.72,0.16,0.47,0.55,0.34,0.37,0.87,0.0,0.14,0.77
UX Researcher,94338,25,PhD,0.89,1.12,0.32,Low,0.01,0.89,0.95,0.51,0.5,0.81,0.43,0.47,0.74,0.51
Retail Worker,39190,17,High School,0.41,0.73,0.87,High,0.91,0.4,0.23,0.83,0.22,0.62,0.38,0.66,0.19,0.66
Retail Worker,33108,1,Bachelor's,0.12,0.98,0.9,High,0.86,0.44,0.29,0.9,0.21,0.51,0.3,0.54,0.11,0.49
UX Researcher,79421,17,Bachelor's,0.63,1.28,0.43,Medium,0.31,0.83,0.73,0.44,0.65,0.9,0.07,0.53,0.88,0.87
Customer Support,38097,23,Bachelor's,0.47,0.84,0.83,Medium,0.55,0.62,0.56,0.6,0.35,0.86,0.17,0.55,0.27,0.44
Research Scientist,129668,3,PhD,0.61,1.34,0.11,Low,0.18,0.98,1.0,0.35,0.71,0.35,0.6,0.71,0.78,0.82
Construction Worker,54491,22,High School,0.19,0.75,0.81,High,0.67,0.14,0.54,0.69,0.08,0.48,0.74,0.19,0.28,0.67
Teacher,62177,14,Master's,0.19,1.06,0.27,Medium,0.2,0.57,0.51,0.67,0.68,0.99,0.35,0.43,0.6,0.92
UX Researcher,89486,6,Bachelor's,0.58,1.08,0.35,Medium,0.12,0.97,0.67,0.38,0.46,0.77,0.31,0.45,0.78,0.56
Data Scientist,122288,28,Master's,0.82,1.2,0.22,Low,0.2,0.95,0.9,0.23,0.73,0.28,0.16,0.75,0.66,0.7
Retail Worker,37764,23,High School,0.33,0.87,0.74,High,0.79,0.22,0.39,0.78,0.21,0.53,0.31,0.65,0.02,0.39
AI Engineer,152494,8,Bachelor's,0.89,1.41,0.33,Medium,0.35,0.96,0.87,0.32,0.64,0.32,0.22,0.55,0.85,1.0
Chef,48665,11,Bachelor's,0.22,0.83,0.48,Medium,0.48,0.28,0.58,0.59,0.79,0.5,0.85,0.2,0.67,0.7
HR Specialist,73881,18,Master's,0.37,1.18,0.38,Medium,0.41,0.55,0.5,0.55,0.69,0.64,0.0,0.64,0.24,0.41
Security Guard,44190,21,Bachelor's,0.06,0.68,0.74,High,0.91,0.29,0.37,0.78,0.09,0.44,0.49,0.42,0.04,0.48
Truck Driver,59414,23,High School,0.19,0.8,0.9,High,0.76,0.28,0.36,0.91,0.19,0.22,0.69,0.36,0.2,0.42
Customer Support,40461,3,Bachelor's,0.47,0.99,0.64,High,0.65,0.57,0.47,0.73,0.36,0.71,0.25,0.6,0.06,0.46
Software Engineer,144834,29,Bachelor's,0.73,1.33,0.29,Medium,0.52,0.92,1.0,0.16,0.58,0.15,0.3,0.66,0.78,0.62
